epoch,train_loss,val_loss,lr,nz_ratio
58,0.9146103858947754,0.22571127116680145,0.001,0.08426122727736927
59,0.8675815264383951,0.22819727659225464,0.001,0.08426122727736927
60,0.908325990041097,0.24853523075580597,0.001,0.08426122727736927
61,0.8721760114034017,0.23437976837158203,0.001,0.08426122727736927
62,0.8516492048899332,0.22619661688804626,0.001,0.08426122727736927
63,0.9424631595611572,0.224768728017807,0.001,0.08426122727736927
64,0.8737130165100098,0.22457537055015564,0.001,0.08426122727736927
65,0.8437389532725016,0.22826895117759705,0.001,0.08426122727736927
66,0.9210201899210612,0.2374434471130371,0.001,0.08426122727736927
67,0.8451212247212728,0.22151295840740204,0.001,0.08426122727736927
68,0.8840376536051432,0.22404886782169342,0.001,0.08426122727736927
69,0.8557770252227783,0.2245887666940689,0.001,0.08426122727736927
70,0.8734588623046875,0.23783810436725616,0.001,0.08426122727736927
71,0.8766010602315267,0.22029827535152435,0.001,0.08426122727736927
72,0.9068717161814371,0.22909265756607056,0.001,0.08426122727736927
73,0.9114863077799479,0.24922943115234375,0.001,0.08426122727736927
74,0.9133768876393636,0.22217117249965668,0.001,0.08426122727736927
75,0.8756840229034424,0.2197875678539276,0.001,0.08426122727736927
76,0.8318251768747965,0.22353661060333252,0.001,0.08426122727736927
77,0.8428506851196289,0.22226090729236603,0.001,0.08426122727736927
78,0.9105749130249023,0.22953619062900543,0.001,0.08426122727736927
79,0.8849232196807861,0.22367727756500244,0.001,0.08426122727736927
80,0.8916373252868652,0.22943279147148132,0.001,0.08426122727736927
81,0.8703376452128092,0.21729359030723572,0.001,0.08426122727736927
82,0.9001404444376627,0.22045797109603882,0.001,0.08426122727736927
83,0.9426894982655843,0.2235390692949295,0.001,0.08426122727736927
84,0.9002408186594645,0.21863193809986115,0.001,0.08426122727736927
85,0.8685448964436849,0.23175348341464996,0.001,0.08426122727736927
86,0.8472742239634196,0.23313111066818237,0.001,0.08426122727736927
87,0.8367358843485514,0.21338801085948944,0.001,0.08426122727736927
88,0.8614300092061361,0.22176334261894226,0.001,0.08426122727736927
89,0.8447808424631754,0.22410210967063904,0.001,0.08426122727736927
90,0.8913679122924805,0.2447710484266281,0.001,0.08426122727736927
91,0.8962321281433105,0.23956073820590973,0.001,0.08426122727736927
92,0.8457918167114258,0.23218224942684174,0.001,0.08426122727736927
93,0.8631916046142578,0.24293462932109833,0.001,0.08426122727736927
94,0.916276772816976,0.22406741976737976,0.001,0.08426122727736927
95,0.9169233640034994,0.2568327486515045,0.001,0.08426122727736927
96,0.8426414330800375,0.28404325246810913,0.001,0.08426122727736927
97,0.9157156944274902,0.29303014278411865,0.001,0.08426122727736927
98,0.9134935537974039,0.27525267004966736,0.001,0.08426122727736927
99,0.8526368141174316,0.2438824325799942,0.001,0.08426122727736927
100,0.8808059692382812,0.25033754110336304,0.001,0.08426122727736927
101,0.8945843378702799,0.29522716999053955,0.001,0.08426122727736927
102,0.8354600270589193,0.25807490944862366,0.001,0.08426122727736927
103,0.9076309204101562,0.23927445709705353,0.001,0.08426122727736927
104,0.891018788019816,0.2313213348388672,0.001,0.08426122727736927
105,0.8813053766886393,0.23143146932125092,0.001,0.08426122727736927
106,0.881059726079305,0.23161715269088745,0.001,0.08426122727736927
107,0.83074951171875,0.23214787244796753,0.001,0.08426122727736927
108,0.8788361549377441,0.22658979892730713,0.001,0.08426122727736927
109,0.913897434870402,0.22848790884017944,0.001,0.08426122727736927
110,0.8860409259796143,0.2197370082139969,0.001,0.08426122727736927
111,0.8804740905761719,0.2118212878704071,0.001,0.08426122727736927
112,0.8477269808451334,0.21856091916561127,0.001,0.08426122727736927
113,0.9172239303588867,0.22454452514648438,0.001,0.08426122727736927
114,0.8813990751902262,0.22316139936447144,0.001,0.08426122727736927
115,0.8713971773783366,0.216138556599617,0.001,0.08426122727736927
116,0.834699789683024,0.2261807769536972,0.001,0.08426122727736927
117,0.8841149012247721,0.21885916590690613,0.001,0.08426122727736927
118,0.8609421253204346,0.21746893227100372,0.001,0.08426122727736927
119,0.8441070715586344,0.21596109867095947,0.001,0.08426122727736927
120,0.873230775197347,0.22119569778442383,0.001,0.08426122727736927
121,0.874968687693278,0.21115927398204803,0.001,0.08426122727736927
122,0.8371784687042236,0.21477971971035004,0.001,0.08426122727736927
123,0.8510488669077555,0.21515098214149475,0.001,0.08426122727736927
124,0.8728078206380209,0.22355012595653534,0.001,0.08426122727736927
125,0.848660945892334,0.23571863770484924,0.001,0.08426122727736927
126,0.8298166592915853,0.23376218974590302,0.001,0.08426122727736927
127,0.8521473407745361,0.2199626863002777,0.001,0.08426122727736927
128,0.8384318351745605,0.21894338726997375,0.001,0.08426122727736927
129,0.8584277629852295,0.21760053932666779,0.001,0.08426122727736927
130,0.8807013829549154,0.21910934150218964,0.001,0.08426122727736927
131,0.7906619707743326,0.2238461971282959,0.001,0.08426122727736927
132,0.8691917260487875,0.2241707146167755,0.001,0.08426122727736927
133,0.8775750796000162,0.23469214141368866,0.001,0.08426122727736927
134,0.843545118967692,0.217588871717453,0.001,0.08426122727736927
135,0.8780244986216227,0.21370121836662292,0.001,0.08426122727736927
136,0.8577277660369873,0.21595340967178345,0.001,0.08426122727736927
137,0.8516262372334799,0.21882015466690063,0.001,0.08426122727736927
138,0.8859089215596517,0.21733233332633972,0.001,0.08426122727736927
139,0.8359103202819824,0.21712985634803772,0.001,0.08426122727736927
140,0.8917050361633301,0.2188146412372589,0.001,0.08426122727736927
141,0.8600226243336996,0.22047337889671326,0.001,0.08426122727736927
142,0.8943649133046468,0.21592776477336884,0.001,0.08426122727736927
143,0.8131189346313477,0.2173776626586914,0.001,0.08426122727736927
144,0.8390063444773356,0.2267848402261734,0.001,0.08426122727736927
145,0.8674663702646891,0.21250423789024353,0.001,0.08426122727736927
146,0.8084847132364908,0.21002526581287384,0.001,0.08426122727736927
147,0.8216327031453451,0.21174192428588867,0.001,0.08426122727736927
148,0.8467686971028646,0.2167041301727295,0.001,0.08426122727736927
149,0.8403555552164713,0.2160501480102539,0.001,0.08426122727736927
150,0.8955003420511881,0.2190399169921875,0.001,0.08426122727736927
151,0.8651767571767172,0.22947552800178528,0.001,0.08426122727736927
152,0.8659540812174479,0.2208852469921112,0.001,0.08426122727736927
153,0.8709963162740072,0.2217227965593338,0.001,0.08426122727736927
154,0.8675264517466227,0.21587425470352173,0.001,0.08426122727736927
155,0.8654900391896566,0.2084777057170868,0.001,0.08426122727736927
156,0.8882052103678385,0.22021502256393433,0.001,0.08426122727736927
157,0.8853271802266439,0.2172248214483261,0.001,0.08426122727736927
158,0.881535530090332,0.2212240993976593,0.001,0.08426122727736927
159,0.8550142447153727,0.22199667990207672,0.001,0.08426122727736927
160,0.8554185231526693,0.2488177865743637,0.001,0.08426122727736927
161,0.8540950616200765,0.2313099503517151,0.001,0.08426122727736927
162,0.8443994522094727,0.21497471630573273,0.001,0.08426122727736927
163,0.8594218095143636,0.22732305526733398,0.001,0.08426122727736927
164,0.8282920519510905,0.22525765001773834,0.001,0.08426122727736927
165,0.8391865094502767,0.21491651237010956,0.001,0.08426122727736927
166,0.8622623284657797,0.22262533009052277,0.001,0.08426122727736927
167,0.8245650132497152,0.21855124831199646,0.001,0.08426122727736927
168,0.8526069323221842,0.2147352695465088,0.001,0.08426122727736927
169,0.8621633847554525,0.2121492475271225,0.001,0.08426122727736927
170,0.8485470612843832,0.21069681644439697,0.001,0.08426122727736927
171,0.850972572962443,0.21215613186359406,0.001,0.08426122727736927
172,0.879371166229248,0.21806573867797852,0.001,0.08426122727736927
173,0.8227564493815104,0.2307804822921753,0.001,0.08426122727736927
174,0.8281625111897787,0.22342009842395782,0.001,0.08426122727736927
175,0.8097689151763916,0.21379557251930237,0.001,0.08426122727736927
176,0.8750584920247396,0.214723140001297,0.001,0.08426122727736927
177,0.8569153149922689,0.21960419416427612,0.001,0.08426122727736927
178,0.8558727900187174,0.22754153609275818,0.001,0.08426122727736927
179,0.8836881319681803,0.22464261949062347,0.001,0.08426122727736927
180,0.866605281829834,0.22490645945072174,0.001,0.08426122727736927
181,0.8841814994812012,0.22213880717754364,0.001,0.08426122727736927
182,0.8608826001485189,0.2209542691707611,0.001,0.08426122727736927
183,0.8556259473164877,0.21926018595695496,0.001,0.08426122727736927
184,0.8745508193969727,0.221661776304245,0.001,0.08426122727736927
185,0.8233915964762369,0.21411466598510742,0.001,0.08426122727736927
186,0.9016233285268148,0.22130520641803741,0.001,0.08426122727736927
187,0.8783675829569498,0.223409503698349,0.001,0.08426122727736927
188,0.8312884171803793,0.22260941565036774,0.001,0.08426122727736927
189,0.8293491204579672,0.217355877161026,0.001,0.08426122727736927
190,0.8687481880187988,0.2193896770477295,0.001,0.08426122727736927
191,0.8693594137827555,0.22387591004371643,0.001,0.08426122727736927
192,0.7993869781494141,0.22214773297309875,0.001,0.08426122727736927
193,0.8709824879964193,0.22096779942512512,0.001,0.08426122727736927
194,0.8462636470794678,0.2230832874774933,0.001,0.08426122727736927
195,0.8398795127868652,0.22370363771915436,0.001,0.08426122727736927
196,0.8759957154591879,0.23171913623809814,0.001,0.08426122727736927
197,0.8398757775624593,0.23109197616577148,0.001,0.08426122727736927
198,0.8471978505452474,0.22302007675170898,0.001,0.08426122727736927
199,0.8415017127990723,0.21496060490608215,0.001,0.08426122727736927
200,0.8488930066426595,0.21313108503818512,0.001,0.08426122727736927
201,0.8723254203796387,0.2311914563179016,0.001,0.08426122727736927
202,0.8391472498575846,0.23028719425201416,0.001,0.08426122727736927
203,0.8665652275085449,0.21863456070423126,0.001,0.08426122727736927
204,0.8579619725545248,0.21766161918640137,0.001,0.08426122727736927
205,0.8841633796691895,0.23484501242637634,0.001,0.08426122727736927
206,0.8453550338745117,0.22453169524669647,0.001,0.08426122727736927
207,0.8171446323394775,0.2146129012107849,0.001,0.08426122727736927
208,0.8463028271993002,0.22874221205711365,0.001,0.08426122727736927
209,0.8735710779825846,0.2311931550502777,0.001,0.08426122727736927
210,0.8557249704996744,0.22756782174110413,0.001,0.08426122727736927
211,0.8168835639953613,0.21633128821849823,0.001,0.08426122727736927
212,0.8247329394022623,0.21265944838523865,0.001,0.08426122727736927
213,0.8883910179138184,0.22401636838912964,0.001,0.08426122727736927
214,0.8462876478830973,0.2453947812318802,0.001,0.08426122727736927
215,0.877631664276123,0.24874070286750793,0.001,0.08426122727736927
216,0.9077049891153971,0.22764305770397186,0.001,0.08426122727736927
217,0.8127069473266602,0.2317626178264618,0.001,0.08426122727736927
218,0.8071601390838623,0.23958998918533325,0.001,0.08426122727736927
219,0.8350083033243815,0.22838781774044037,0.001,0.08426122727736927
220,0.8315771420796713,0.234858438372612,0.001,0.08426122727736927
221,0.8482913970947266,0.23227952420711517,0.001,0.08426122727736927
222,0.872788667678833,0.22265301644802094,0.001,0.08426122727736927
223,0.8119806448618571,0.22451618313789368,0.001,0.08426122727736927
224,0.8301277160644531,0.21779823303222656,0.001,0.08426122727736927
225,0.815430482228597,0.21560710668563843,0.001,0.08426122727736927
226,0.8015217781066895,0.22348853945732117,0.001,0.08426122727736927
227,0.8212210337320963,0.22928862273693085,0.001,0.08426122727736927
228,0.8007758458455404,0.22117221355438232,0.001,0.08426122727736927
229,0.849515438079834,0.22362257540225983,0.001,0.08426122727736927
230,0.7795291741689047,0.21282601356506348,0.001,0.08426122727736927
231,0.8481544653574625,0.2208653688430786,0.001,0.08426122727736927
232,0.8336422443389893,0.21481797099113464,0.001,0.08426122727736927
233,0.8573799928029379,0.22612246870994568,0.001,0.08426122727736927
234,0.8155943552652994,0.2165008783340454,0.001,0.08426122727736927
235,0.8319845994313558,0.23358763754367828,0.001,0.08426122727736927
236,0.8960449695587158,0.23078930377960205,0.001,0.08426122727736927
237,0.8316827615102133,0.22768211364746094,0.001,0.08426122727736927
238,0.8318937619527181,0.22366340458393097,0.001,0.08426122727736927
239,0.8100937207539877,0.2226516306400299,0.001,0.08426122727736927
240,0.829678455988566,0.22979991137981415,0.001,0.08426122727736927
241,0.839665412902832,0.21415941417217255,0.001,0.08426122727736927
242,0.8757583300272623,0.2172553539276123,0.001,0.08426122727736927
243,0.819377581278483,0.21509359776973724,0.001,0.08426122727736927
244,0.8759808540344238,0.22590912878513336,0.001,0.08426122727736927
245,0.8686586221059164,0.2193562239408493,0.001,0.08426122727736927
246,0.837982177734375,0.21969908475875854,0.001,0.08426122727736927
247,0.8197906812032064,0.20999634265899658,0.001,0.08426122727736927
248,0.8252185980478922,0.2168724536895752,0.001,0.08426122727736927
249,0.802300771077474,0.21762438118457794,0.001,0.08426122727736927
250,0.7912949721018473,0.2172522395849228,0.001,0.08426122727736927
251,0.8028028011322021,0.21836507320404053,0.001,0.08426122727736927
252,0.8451072374979655,0.22579100728034973,0.001,0.08426122727736927
253,0.8077732721964518,0.2116008698940277,0.001,0.08426122727736927
254,0.8364952405293783,0.20900940895080566,0.001,0.08426122727736927
255,0.8397287527720133,0.21596325933933258,0.001,0.08426122727736927
256,0.7741932074228922,0.2204580157995224,0.001,0.08426122727736927
257,0.8640228112538656,0.2158687263727188,0.001,0.08426122727736927
258,0.8795557816823324,0.22468730807304382,0.001,0.08426122727736927
259,0.7828934192657471,0.21297895908355713,0.001,0.08426122727736927
260,0.8556762536366781,0.21719953417778015,0.001,0.08426122727736927
261,0.8612507184346517,0.22306624054908752,0.001,0.08426122727736927
262,0.8412494659423828,0.21450833976268768,0.001,0.08426122727736927
263,0.8663720289866129,0.22222574055194855,0.001,0.08426122727736927
264,0.8167089621225992,0.22307659685611725,0.001,0.08426122727736927
265,0.8020325501759847,0.21745243668556213,0.001,0.08426122727736927
266,0.8409992853800455,0.2190314382314682,0.001,0.08426122727736927
267,0.8319562276204427,0.22577354311943054,0.001,0.08426122727736927
268,0.8756647904713949,0.21587532758712769,0.001,0.08426122727736927
269,0.8170004685719808,0.20559242367744446,0.001,0.08426122727736927
270,0.8027946949005127,0.21285654604434967,0.001,0.08426122727736927
271,0.7878401279449463,0.2173961102962494,0.001,0.08426122727736927
272,0.8662914435068766,0.21249186992645264,0.001,0.08426122727736927
273,0.8809645970662435,0.21894484758377075,0.001,0.08426122727736927
274,0.8238334655761719,0.20977404713630676,0.001,0.08426122727736927
275,0.7956097920735677,0.2349483072757721,0.001,0.08426122727736927
276,0.8734285831451416,0.26276910305023193,0.001,0.08426122727736927
277,0.831461509068807,0.2516642212867737,0.001,0.08426122727736927
278,0.8345996538798014,0.23598864674568176,0.001,0.08426122727736927
279,0.8217026392618815,0.2231667935848236,0.001,0.08426122727736927
280,0.8279172579447428,0.22199799120426178,0.001,0.08426122727736927
281,0.803692897160848,0.21294042468070984,0.001,0.08426122727736927
282,0.7851184209187826,0.2101978063583374,0.001,0.08426122727736927
283,0.8366829554239908,0.22500015795230865,0.001,0.08426122727736927
284,0.8213826815287272,0.23105183243751526,0.001,0.08426122727736927
285,0.8148380120595297,0.21561133861541748,0.001,0.08426122727736927
286,0.8325630823771158,0.20905303955078125,0.001,0.08426122727736927
287,0.8008732000986735,0.2214052379131317,0.001,0.08426122727736927
288,0.8478502432505289,0.21850180625915527,0.001,0.08426122727736927
289,0.8459533850351969,0.22104783356189728,0.001,0.08426122727736927
290,0.8066325982411703,0.2155974805355072,0.001,0.08426122727736927
291,0.8158167203267416,0.21973222494125366,0.001,0.08426122727736927
292,0.8045321305592855,0.20286825299263,0.001,0.08426122727736927
293,0.8345193068186442,0.21855010092258453,0.001,0.08426122727736927
294,0.8222810427347819,0.22405806183815002,0.001,0.08426122727736927
295,0.796994129816691,0.2087608277797699,0.001,0.08426122727736927
296,0.8470268249511719,0.2290927916765213,0.001,0.08426122727736927
297,0.8011680444081625,0.22943785786628723,0.001,0.08426122727736927
298,0.8035524686177572,0.2202749401330948,0.001,0.08426122727736927
299,0.8290676275889078,0.22272852063179016,0.001,0.08426122727736927
300,0.8429123560587565,0.21582317352294922,0.001,0.08426122727736927
