epoch,train_loss,val_loss,lr
1,3.609863789876302,0.2958352267742157,0.001
2,1.6660649617513021,0.25294896960258484,0.001
3,1.5682872772216796,0.24860404431819916,0.001
4,1.5695765177408854,0.23709997534751892,0.001
5,1.430459976196289,0.20974776148796082,0.001
6,1.5078580220540365,0.21449057757854462,0.001
7,1.4494183858235676,0.2069457769393921,0.001
8,1.4135639190673828,0.2008160650730133,0.001
9,1.4401969909667969,0.20951935648918152,0.001
10,1.4530602773030599,0.2188621610403061,0.001
11,1.4470624287923177,0.19598950445652008,0.001
12,1.4161722819010416,0.20245981216430664,0.001
13,1.398158645629883,0.19299304485321045,0.001
14,1.4565081278483072,0.18769140541553497,0.001
15,1.4137915293375651,0.1873115748167038,0.001
16,1.441671625773112,0.1856927126646042,0.001
17,1.3796161651611327,0.17983858287334442,0.001
18,1.4225242614746094,0.1804826706647873,0.001
19,1.4033353169759115,0.19857315719127655,0.001
20,1.3709069569905599,0.21797405183315277,0.001
21,1.3517595926920574,0.1817661076784134,0.001
22,1.4000531514485677,0.19722160696983337,0.001
23,1.357574208577474,0.1836620420217514,0.001
24,1.3646910349527994,0.22634229063987732,0.001
25,1.3859823862711589,0.18212652206420898,0.001
26,1.3555864969889322,0.17296597361564636,0.001
27,1.3722315470377604,0.20199748873710632,0.001
28,1.3472455342610676,0.17561054229736328,0.001
29,1.3012201944986979,0.17562907934188843,0.001
30,1.3555384318033854,0.17552398145198822,0.001
31,1.3565645853678385,0.17593097686767578,0.001
32,1.3167850494384765,0.17158401012420654,0.001
33,1.3736259460449218,0.17850422859191895,0.001
34,1.3187822977701822,0.21090634167194366,0.001
35,1.3170819600423178,0.17156033217906952,0.001
36,1.306462860107422,0.18020014464855194,0.001
37,1.318927256266276,0.18639308214187622,0.001
38,1.3381412506103516,0.21156033873558044,0.001
39,1.3616497039794921,0.1680981069803238,0.001
40,1.3483800252278646,0.17324528098106384,0.001
41,1.3251500447591147,0.17238785326480865,0.001
42,1.280310821533203,0.16783609986305237,0.001
43,1.3219923655192056,0.2146892249584198,0.001
44,1.3415445963541666,0.18339945375919342,0.001
45,1.2879061381022134,0.17299558222293854,0.001
46,1.2833418528238931,0.16523031890392303,0.001
47,1.2996014912923177,0.18128176033496857,0.001
48,1.3125990549723308,0.17190083861351013,0.001
49,1.2646010080973307,0.19496119022369385,0.001
50,1.2606430053710938,0.17004968225955963,0.001
51,1.2704270680745442,0.1623057723045349,0.001
52,1.2853440602620443,0.18773509562015533,0.001
53,1.2496678670247396,0.1596696525812149,0.001
54,1.2710159301757813,0.1721082180738449,0.001
55,1.2654949188232423,0.19003906846046448,0.001
56,1.2542469024658203,0.17209330201148987,0.001
57,1.2891852060953777,0.15963159501552582,0.001
58,1.3275227864583334,0.18956777453422546,0.001
59,1.2964159647623699,0.1906193345785141,0.001
60,1.299460220336914,0.1689632534980774,0.001
61,1.2582201639811197,0.15657758712768555,0.001
62,1.2541821797688801,0.17681288719177246,0.001
63,1.2668724060058594,0.1647491455078125,0.001
64,1.2422712961832683,0.18420879542827606,0.001
65,1.2664288838704427,0.16363996267318726,0.001
66,1.2757867177327473,0.16583339869976044,0.001
67,1.2420750935872396,0.16617096960544586,0.001
68,1.2896207173665364,0.16484102606773376,0.001
69,1.2966227213541666,0.16106900572776794,0.001
70,1.2596722920735677,0.17042580246925354,0.001
71,1.2430714925130208,0.19969230890274048,0.001
72,1.2473787943522134,0.159988135099411,0.001
73,1.2432909647623698,0.17101594805717468,0.001
74,1.289153798421224,0.16325828433036804,0.001
75,1.2279585520426433,0.19027501344680786,0.001
76,1.2478350321451823,0.16217449307441711,0.001
77,1.2951399485270183,0.1632191687822342,0.001
78,1.2780465443929037,0.16849888861179352,0.001
79,1.2073959350585937,0.1781012862920761,0.001
80,1.2784655253092447,0.15613380074501038,0.001
81,1.2412938435872396,0.16040641069412231,0.001
82,1.2688997904459636,0.15954136848449707,0.001
83,1.2576332092285156,0.17362277209758759,0.001
84,1.2829012552897134,0.1843947470188141,0.001
85,1.2224126180013022,0.16948582231998444,0.001
86,1.2587720235188802,0.1546459197998047,0.001
87,1.232003402709961,0.15809211134910583,0.001
88,1.2610029856363931,0.175970196723938,0.001
89,1.274254608154297,0.1935226023197174,0.001
90,1.2416608174641928,0.1625990867614746,0.001
91,1.2409459431966146,0.1549120992422104,0.001
92,1.2193069458007812,0.15535524487495422,0.001
93,1.2742244720458984,0.15369948744773865,0.001
94,1.2358722686767578,0.16875508427619934,0.001
95,1.2403743743896485,0.15951137244701385,0.001
96,1.1999824523925782,0.16809707880020142,0.001
97,1.2123797098795572,0.17641596496105194,0.001
98,1.2800635019938151,0.1719672977924347,0.001
99,1.2074158986409504,0.15863238275051117,0.001
100,1.23807741800944,0.18037059903144836,0.001
